cohort	subject	modality	gene	reference_method	cluster_id	comparator	reference_correct	comparator_correct	delta	reference_callable	comparator_callable	comparator_status
1000G-development	NA20521	rnaseq	B	SimplePluralityLex	1000G-development:NA20521	TwoThirdsGuardedCC	1	1	0	1	1	callable
1000G-development	NA20521	rnaseq	C	SimplePluralityLex	1000G-development:NA20521	TwoThirdsGuardedCC	1	1	0	1	1	callable
1000G-development	NA20528	rnaseq	A	SimplePluralityLex	1000G-development:NA20528	TwoThirdsGuardedCC	1	1	0	1	1	callable
1000G-development	NA20528	rnaseq	B	SimplePluralityLex	1000G-development:NA20528	TwoThirdsGuardedCC	1	1	0	1	1	callable
1000G-development	NA20528	rnaseq	C	SimplePluralityLex	1000G-development:NA20528	TwoThirdsGuardedCC	1	1	0	1	1	callable
1000G-development	HG00096	wes	A	SimplePluralityLex	1000G-development:HG00096	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00096	wes	B	SimplePluralityLex	1000G-development:HG00096	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00096	wes	C	SimplePluralityLex	1000G-development:HG00096	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00097	wes	A	SimplePluralityLex	1000G-development:HG00097	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00097	wes	B	SimplePluralityLex	1000G-development:HG00097	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00097	wes	C	SimplePluralityLex	1000G-development:HG00097	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00099	wes	A	SimplePluralityLex	1000G-development:HG00099	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00099	wes	B	SimplePluralityLex	1000G-development:HG00099	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00099	wes	C	SimplePluralityLex	1000G-development:HG00099	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00100	wes	A	SimplePluralityLex	1000G-development:HG00100	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00100	wes	B	SimplePluralityLex	1000G-development:HG00100	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00100	wes	C	SimplePluralityLex	1000G-development:HG00100	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00101	wes	A	SimplePluralityLex	1000G-development:HG00101	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00101	wes	B	SimplePluralityLex	1000G-development:HG00101	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00101	wes	C	SimplePluralityLex	1000G-development:HG00101	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00102	wes	A	SimplePluralityLex	1000G-development:HG00102	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00102	wes	B	SimplePluralityLex	1000G-development:HG00102	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00102	wes	C	SimplePluralityLex	1000G-development:HG00102	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00103	wes	A	SimplePluralityLex	1000G-development:HG00103	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00103	wes	B	SimplePluralityLex	1000G-development:HG00103	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00103	wes	C	SimplePluralityLex	1000G-development:HG00103	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00105	wes	A	SimplePluralityLex	1000G-development:HG00105	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00105	wes	B	SimplePluralityLex	1000G-development:HG00105	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00105	wes	C	SimplePluralityLex	1000G-development:HG00105	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00106	wes	A	SimplePluralityLex	1000G-development:HG00106	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00106	wes	B	SimplePluralityLex	1000G-development:HG00106	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00106	wes	C	SimplePluralityLex	1000G-development:HG00106	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00108	wes	A	SimplePluralityLex	1000G-development:HG00108	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00108	wes	B	SimplePluralityLex	1000G-development:HG00108	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00108	wes	C	SimplePluralityLex	1000G-development:HG00108	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00109	wes	A	SimplePluralityLex	1000G-development:HG00109	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00109	wes	B	SimplePluralityLex	1000G-development:HG00109	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00109	wes	C	SimplePluralityLex	1000G-development:HG00109	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00110	wes	A	SimplePluralityLex	1000G-development:HG00110	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00110	wes	B	SimplePluralityLex	1000G-development:HG00110	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00110	wes	C	SimplePluralityLex	1000G-development:HG00110	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00111	wes	A	SimplePluralityLex	1000G-development:HG00111	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00111	wes	B	SimplePluralityLex	1000G-development:HG00111	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00111	wes	C	SimplePluralityLex	1000G-development:HG00111	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00112	wes	A	SimplePluralityLex	1000G-development:HG00112	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00112	wes	B	SimplePluralityLex	1000G-development:HG00112	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00112	wes	C	SimplePluralityLex	1000G-development:HG00112	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00114	wes	A	SimplePluralityLex	1000G-development:HG00114	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00114	wes	B	SimplePluralityLex	1000G-development:HG00114	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00114	wes	C	SimplePluralityLex	1000G-development:HG00114	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00115	wes	A	SimplePluralityLex	1000G-development:HG00115	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00115	wes	B	SimplePluralityLex	1000G-development:HG00115	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00115	wes	C	SimplePluralityLex	1000G-development:HG00115	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00116	wes	A	SimplePluralityLex	1000G-development:HG00116	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00116	wes	B	SimplePluralityLex	1000G-development:HG00116	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00116	wes	C	SimplePluralityLex	1000G-development:HG00116	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00171	wes	A	SimplePluralityLex	1000G-development:HG00171	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00171	wes	B	SimplePluralityLex	1000G-development:HG00171	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00171	wes	C	SimplePluralityLex	1000G-development:HG00171	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00173	wes	A	SimplePluralityLex	1000G-development:HG00173	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00173	wes	B	SimplePluralityLex	1000G-development:HG00173	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	HG00173	wes	C	SimplePluralityLex	1000G-development:HG00173	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00174	wes	A	SimplePluralityLex	1000G-development:HG00174	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00174	wes	B	SimplePluralityLex	1000G-development:HG00174	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00174	wes	C	SimplePluralityLex	1000G-development:HG00174	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00176	wes	A	SimplePluralityLex	1000G-development:HG00176	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00176	wes	B	SimplePluralityLex	1000G-development:HG00176	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00176	wes	C	SimplePluralityLex	1000G-development:HG00176	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00177	wes	A	SimplePluralityLex	1000G-development:HG00177	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00177	wes	B	SimplePluralityLex	1000G-development:HG00177	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00177	wes	C	SimplePluralityLex	1000G-development:HG00177	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00178	wes	A	SimplePluralityLex	1000G-development:HG00178	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00178	wes	B	SimplePluralityLex	1000G-development:HG00178	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00178	wes	C	SimplePluralityLex	1000G-development:HG00178	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00179	wes	A	SimplePluralityLex	1000G-development:HG00179	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00179	wes	B	SimplePluralityLex	1000G-development:HG00179	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00179	wes	C	SimplePluralityLex	1000G-development:HG00179	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00180	wes	A	SimplePluralityLex	1000G-development:HG00180	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00180	wes	B	SimplePluralityLex	1000G-development:HG00180	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00180	wes	C	SimplePluralityLex	1000G-development:HG00180	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00181	wes	A	SimplePluralityLex	1000G-development:HG00181	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	HG00181	wes	B	SimplePluralityLex	1000G-development:HG00181	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00181	wes	C	SimplePluralityLex	1000G-development:HG00181	BestSingleTool_nestedCV	0	1	1	1	1	callable
1000G-development	HG00182	wes	A	SimplePluralityLex	1000G-development:HG00182	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00182	wes	B	SimplePluralityLex	1000G-development:HG00182	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00182	wes	C	SimplePluralityLex	1000G-development:HG00182	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00183	wes	A	SimplePluralityLex	1000G-development:HG00183	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	HG00183	wes	B	SimplePluralityLex	1000G-development:HG00183	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00183	wes	C	SimplePluralityLex	1000G-development:HG00183	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00185	wes	A	SimplePluralityLex	1000G-development:HG00185	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00185	wes	B	SimplePluralityLex	1000G-development:HG00185	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00185	wes	C	SimplePluralityLex	1000G-development:HG00185	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00186	wes	A	SimplePluralityLex	1000G-development:HG00186	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00186	wes	B	SimplePluralityLex	1000G-development:HG00186	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00186	wes	C	SimplePluralityLex	1000G-development:HG00186	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00187	wes	A	SimplePluralityLex	1000G-development:HG00187	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00187	wes	B	SimplePluralityLex	1000G-development:HG00187	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00187	wes	C	SimplePluralityLex	1000G-development:HG00187	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00188	wes	A	SimplePluralityLex	1000G-development:HG00188	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00188	wes	B	SimplePluralityLex	1000G-development:HG00188	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00188	wes	C	SimplePluralityLex	1000G-development:HG00188	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00189	wes	A	SimplePluralityLex	1000G-development:HG00189	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00189	wes	B	SimplePluralityLex	1000G-development:HG00189	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00189	wes	C	SimplePluralityLex	1000G-development:HG00189	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00266	wes	A	SimplePluralityLex	1000G-development:HG00266	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00266	wes	B	SimplePluralityLex	1000G-development:HG00266	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00266	wes	C	SimplePluralityLex	1000G-development:HG00266	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00551	wes	A	SimplePluralityLex	1000G-development:HG00551	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00551	wes	B	SimplePluralityLex	1000G-development:HG00551	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00551	wes	C	SimplePluralityLex	1000G-development:HG00551	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00553	wes	A	SimplePluralityLex	1000G-development:HG00553	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00553	wes	B	SimplePluralityLex	1000G-development:HG00553	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	HG00553	wes	C	SimplePluralityLex	1000G-development:HG00553	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	HG00554	wes	A	SimplePluralityLex	1000G-development:HG00554	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00554	wes	B	SimplePluralityLex	1000G-development:HG00554	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00554	wes	C	SimplePluralityLex	1000G-development:HG00554	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00637	wes	A	SimplePluralityLex	1000G-development:HG00637	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00637	wes	B	SimplePluralityLex	1000G-development:HG00637	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00637	wes	C	SimplePluralityLex	1000G-development:HG00637	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00638	wes	A	SimplePluralityLex	1000G-development:HG00638	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00638	wes	B	SimplePluralityLex	1000G-development:HG00638	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00638	wes	C	SimplePluralityLex	1000G-development:HG00638	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00640	wes	A	SimplePluralityLex	1000G-development:HG00640	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00640	wes	B	SimplePluralityLex	1000G-development:HG00640	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00640	wes	C	SimplePluralityLex	1000G-development:HG00640	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00641	wes	A	SimplePluralityLex	1000G-development:HG00641	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	HG00641	wes	B	SimplePluralityLex	1000G-development:HG00641	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00641	wes	C	SimplePluralityLex	1000G-development:HG00641	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00734	wes	A	SimplePluralityLex	1000G-development:HG00734	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00734	wes	B	SimplePluralityLex	1000G-development:HG00734	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	HG00734	wes	C	SimplePluralityLex	1000G-development:HG00734	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06984	wes	A	SimplePluralityLex	1000G-development:NA06984	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06984	wes	B	SimplePluralityLex	1000G-development:NA06984	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06984	wes	C	SimplePluralityLex	1000G-development:NA06984	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06985	wes	A	SimplePluralityLex	1000G-development:NA06985	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06985	wes	B	SimplePluralityLex	1000G-development:NA06985	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06985	wes	C	SimplePluralityLex	1000G-development:NA06985	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06986	wes	A	SimplePluralityLex	1000G-development:NA06986	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06986	wes	B	SimplePluralityLex	1000G-development:NA06986	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06986	wes	C	SimplePluralityLex	1000G-development:NA06986	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06989	wes	A	SimplePluralityLex	1000G-development:NA06989	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06989	wes	B	SimplePluralityLex	1000G-development:NA06989	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06989	wes	C	SimplePluralityLex	1000G-development:NA06989	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06994	wes	A	SimplePluralityLex	1000G-development:NA06994	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06994	wes	B	SimplePluralityLex	1000G-development:NA06994	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA06994	wes	C	SimplePluralityLex	1000G-development:NA06994	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07000	wes	A	SimplePluralityLex	1000G-development:NA07000	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07000	wes	B	SimplePluralityLex	1000G-development:NA07000	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07000	wes	C	SimplePluralityLex	1000G-development:NA07000	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07037	wes	A	SimplePluralityLex	1000G-development:NA07037	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07037	wes	B	SimplePluralityLex	1000G-development:NA07037	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07037	wes	C	SimplePluralityLex	1000G-development:NA07037	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	NA07048	wes	A	SimplePluralityLex	1000G-development:NA07048	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07048	wes	B	SimplePluralityLex	1000G-development:NA07048	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07048	wes	C	SimplePluralityLex	1000G-development:NA07048	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07051	wes	A	SimplePluralityLex	1000G-development:NA07051	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07051	wes	B	SimplePluralityLex	1000G-development:NA07051	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07051	wes	C	SimplePluralityLex	1000G-development:NA07051	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07056	wes	A	SimplePluralityLex	1000G-development:NA07056	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07056	wes	B	SimplePluralityLex	1000G-development:NA07056	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07056	wes	C	SimplePluralityLex	1000G-development:NA07056	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07347	wes	A	SimplePluralityLex	1000G-development:NA07347	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07347	wes	B	SimplePluralityLex	1000G-development:NA07347	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07347	wes	C	SimplePluralityLex	1000G-development:NA07347	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07357	wes	A	SimplePluralityLex	1000G-development:NA07357	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07357	wes	B	SimplePluralityLex	1000G-development:NA07357	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA07357	wes	C	SimplePluralityLex	1000G-development:NA07357	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA10847	wes	A	SimplePluralityLex	1000G-development:NA10847	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA10847	wes	B	SimplePluralityLex	1000G-development:NA10847	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA10847	wes	C	SimplePluralityLex	1000G-development:NA10847	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	NA10851	wes	A	SimplePluralityLex	1000G-development:NA10851	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA10851	wes	B	SimplePluralityLex	1000G-development:NA10851	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA10851	wes	C	SimplePluralityLex	1000G-development:NA10851	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11829	wes	A	SimplePluralityLex	1000G-development:NA11829	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11829	wes	B	SimplePluralityLex	1000G-development:NA11829	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11829	wes	C	SimplePluralityLex	1000G-development:NA11829	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11830	wes	A	SimplePluralityLex	1000G-development:NA11830	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11830	wes	B	SimplePluralityLex	1000G-development:NA11830	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	NA11830	wes	C	SimplePluralityLex	1000G-development:NA11830	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	NA11831	wes	A	SimplePluralityLex	1000G-development:NA11831	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11831	wes	B	SimplePluralityLex	1000G-development:NA11831	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11831	wes	C	SimplePluralityLex	1000G-development:NA11831	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11832	wes	A	SimplePluralityLex	1000G-development:NA11832	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11832	wes	B	SimplePluralityLex	1000G-development:NA11832	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	NA11832	wes	C	SimplePluralityLex	1000G-development:NA11832	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11840	wes	A	SimplePluralityLex	1000G-development:NA11840	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11840	wes	B	SimplePluralityLex	1000G-development:NA11840	BestSingleTool_nestedCV	0	0	0	1	1	callable
1000G-development	NA11840	wes	C	SimplePluralityLex	1000G-development:NA11840	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11843	wes	A	SimplePluralityLex	1000G-development:NA11843	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11843	wes	B	SimplePluralityLex	1000G-development:NA11843	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11843	wes	C	SimplePluralityLex	1000G-development:NA11843	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11894	wes	A	SimplePluralityLex	1000G-development:NA11894	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11894	wes	B	SimplePluralityLex	1000G-development:NA11894	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11894	wes	C	SimplePluralityLex	1000G-development:NA11894	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11920	wes	A	SimplePluralityLex	1000G-development:NA11920	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11920	wes	B	SimplePluralityLex	1000G-development:NA11920	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA11920	wes	C	SimplePluralityLex	1000G-development:NA11920	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12004	wes	A	SimplePluralityLex	1000G-development:NA12004	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12004	wes	B	SimplePluralityLex	1000G-development:NA12004	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12004	wes	C	SimplePluralityLex	1000G-development:NA12004	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12044	wes	A	SimplePluralityLex	1000G-development:NA12044	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12044	wes	B	SimplePluralityLex	1000G-development:NA12044	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12044	wes	C	SimplePluralityLex	1000G-development:NA12044	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12154	wes	A	SimplePluralityLex	1000G-development:NA12154	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12154	wes	B	SimplePluralityLex	1000G-development:NA12154	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12154	wes	C	SimplePluralityLex	1000G-development:NA12154	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12234	wes	A	SimplePluralityLex	1000G-development:NA12234	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12234	wes	B	SimplePluralityLex	1000G-development:NA12234	BestSingleTool_nestedCV	1	0	-1	1	1	callable
1000G-development	NA12234	wes	C	SimplePluralityLex	1000G-development:NA12234	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12489	wes	A	SimplePluralityLex	1000G-development:NA12489	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12489	wes	B	SimplePluralityLex	1000G-development:NA12489	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12489	wes	C	SimplePluralityLex	1000G-development:NA12489	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12751	wes	A	SimplePluralityLex	1000G-development:NA12751	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12751	wes	B	SimplePluralityLex	1000G-development:NA12751	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12751	wes	C	SimplePluralityLex	1000G-development:NA12751	BestSingleTool_nestedCV	1	1	0	1	1	callable
1000G-development	NA12763	wes	A	SimplePluralityLex	1000G-development:NA12763	BestSingleTool_nestedCV	0	1	1	1	1	callable
1000G-development	NA12763	wes	B	SimplePluralityLex	1000G-development:NA12763	BestSingleTool_nestedCV	1	1	0	1	1	callable
